State,Year,Month,T2M,PRECTOTCORR
ARKANSAS,2005,11,11.49,2.62
ARKANSAS,2005,12,3.58,0.4
ARKANSAS,2006,1,7.36,3.25
ARKANSAS,2006,2,4.2,1.83
ARKANSAS,2006,3,11.34,3.72
ARKANSAS,2006,4,18.61,4.39
ARKANSAS,2006,5,21.31,3.64
ARKANSAS,2006,6,26.44,1.64
ARKANSAS,2006,7,29.44,2.21
ARKANSAS,2006,8,29.01,2.38
ARKANSAS,2006,9,22.06,3.94
ARKANSAS,2006,10,15.76,3.27
ARKANSAS,2006,11,10.21,4.42
ARKANSAS,2006,12,5.74,4.38
ARKANSAS,2007,1,2.78,6.15
ARKANSAS,2007,2,4.05,1.83
ARKANSAS,2007,3,14.41,1.64
ARKANSAS,2007,4,13.8,3.46
ARKANSAS,2007,5,21.18,2.64
ARKANSAS,2007,6,25.66,3.39
ARKANSAS,2007,7,25.83,3.91
ARKANSAS,2007,8,30.77,0.48
ARKANSAS,2007,9,23.31,5.67
ARKANSAS,2007,10,17.28,4.88
ARKANSAS,2007,11,10.46,2.15
ARKANSAS,2007,12,6.51,4.92
ARKANSAS,2008,1,2.84,1.66
ARKANSAS,2008,2,5.94,3.66
ARKANSAS,2008,3,10.54,7.84
ARKANSAS,2008,4,14.07,6.86
ARKANSAS,2008,5,20.06,5.35
ARKANSAS,2008,6,25.36,2.95
ARKANSAS,2008,7,28.35,2.56
ARKANSAS,2008,8,26.18,5.5
ARKANSAS,2008,9,21.33,7.05
ARKANSAS,2008,10,15.06,3.7
ARKANSAS,2008,11,8.37,2.01
ARKANSAS,2008,12,4.24,3.42
ARKANSAS,2009,1,1.83,2.28
ARKANSAS,2009,2,7.26,2.9
ARKANSAS,2009,3,10.33,4.78
ARKANSAS,2009,4,14.48,5.13
ARKANSAS,2009,5,19.69,10.39
ARKANSAS,2009,6,25.77,2.38
ARKANSAS,2009,7,25.81,6.89
ARKANSAS,2009,8,24.92,3.37
ARKANSAS,2009,9,21.49,7.58
ARKANSAS,2009,10,13.45,12.04
ARKANSAS,2009,11,10.69,1.09
ARKANSAS,2009,12,2.16,8.31
ARKANSAS,2010,1,1.14,2.82
ARKANSAS,2010,2,0.97,3.53
ARKANSAS,2010,3,9.34,2.37
ARKANSAS,2010,4,16.84,3.66
ARKANSAS,2010,5,21.7,5.76
ARKANSAS,2010,6,28.2,1.76
ARKANSAS,2010,7,29.32,3.08
ARKANSAS,2010,8,29.97,2.57
ARKANSAS,2010,9,24.71,1.67
ARKANSAS,2010,10,18.55,0.85
ARKANSAS,2010,11,10.54,4.27
ARKANSAS,2010,12,3.39,1.95
ARKANSAS,2011,1,1.8,0.87
ARKANSAS,2011,2,5.87,4.12
ARKANSAS,2011,3,10.72,2.77
ARKANSAS,2011,4,17.17,8.65
ARKANSAS,2011,5,19.3,7.51
ARKANSAS,2011,6,28.02,1.48
ARKANSAS,2011,7,30.63,1.37
ARKANSAS,2011,8,29.75,4.69
ARKANSAS,2011,9,22.14,1.46
ARKANSAS,2011,10,16.39,2.3
ARKANSAS,2011,11,11.32,8.81
ARKANSAS,2011,12,5.15,6.4
ARKANSAS,2012,1,5.47,2.11
ARKANSAS,2012,2,7.3,3.18
ARKANSAS,2012,3,15.66,6.25
ARKANSAS,2012,4,17.5,1.67
ARKANSAS,2012,5,23.23,0.93
ARKANSAS,2012,6,27.61,1.13
ARKANSAS,2012,7,31.25,1.36
ARKANSAS,2012,8,28.48,5.02
ARKANSAS,2012,9,22.58,3.92
ARKANSAS,2012,10,15.33,2.13
ARKANSAS,2012,11,9.42,1.53
ARKANSAS,2012,12,7.12,3.53
ARKANSAS,2013,1,4.79,3.89
ARKANSAS,2013,2,5.06,3.7
ARKANSAS,2013,3,7.72,3.08
ARKANSAS,2013,4,14.39,3.74
ARKANSAS,2013,5,19.63,4.57
ARKANSAS,2013,6,25.93,1.92
ARKANSAS,2013,7,27.58,2.48
ARKANSAS,2013,8,27.45,2.82
ARKANSAS,2013,9,25.41,1.92
ARKANSAS,2013,10,17.09,2.62
ARKANSAS,2013,11,8.25,2.91
ARKANSAS,2013,12,3.25,5.1
ARKANSAS,2014,1,0.48,1.71
ARKANSAS,2014,2,2.61,2.08
ARKANSAS,2014,3,7.46,3.97
ARKANSAS,2014,4,15.02,4.04
ARKANSAS,2014,5,19.63,5.17
ARKANSAS,2014,6,24.7,5.46
ARKANSAS,2014,7,24.8,3.37
ARKANSAS,2014,8,27.87,1.71
ARKANSAS,2014,9,24.11,1.04
ARKANSAS,2014,10,17.92,3.65
ARKANSAS,2014,11,6.87,1.93
ARKANSAS,2014,12,5.49,2.13
ARKANSAS,2015,1,2.76,2.97
ARKANSAS,2015,2,1.22,1.93
ARKANSAS,2015,3,9.88,5.97
ARKANSAS,2015,4,16.46,4.62
ARKANSAS,2015,5,20.72,9.76
ARKANSAS,2015,6,25.3,3.02
ARKANSAS,2015,7,28.28,3.54
ARKANSAS,2015,8,27.11,2.34
ARKANSAS,2015,9,24.59,1.51
ARKANSAS,2015,10,18.44,2.55
ARKANSAS,2015,11,11.6,9.14
ARKANSAS,2015,12,8.87,7.11
ARKANSAS,2016,1,3.08,1.5
ARKANSAS,2016,2,6.8,1.37
ARKANSAS,2016,3,12.25,6.57
ARKANSAS,2016,4,16.44,5.0
ARKANSAS,2016,5,19.39,3.06
ARKANSAS,2016,6,26.54,2.73
ARKANSAS,2016,7,28.8,4.35
ARKANSAS,2016,8,26.96,5.75
ARKANSAS,2016,9,24.84,1.51
ARKANSAS,2016,10,20.14,1.1
ARKANSAS,2016,11,12.61,2.76
ARKANSAS,2016,12,4.95,1.8
ARKANSAS,2017,1,6.74,1.72
ARKANSAS,2017,2,10.8,2.37
ARKANSAS,2017,3,12.8,3.71
ARKANSAS,2017,4,17.88,7.18
ARKANSAS,2017,5,20.06,5.37
ARKANSAS,2017,6,24.48,3.64
ARKANSAS,2017,7,27.98,3.96
ARKANSAS,2017,8,25.55,5.36
ARKANSAS,2017,9,23.89,0.19
ARKANSAS,2017,10,17.77,2.03
ARKANSAS,2017,11,12.08,0.69
ARKANSAS,2017,12,5.04,4.41
ARKANSAS,2018,1,1.45,1.81
ARKANSAS,2018,2,7.49,11.83
ARKANSAS,2018,3,11.13,3.01
ARKANSAS,2018,4,12.3,4.05
ARKANSAS,2018,5,23.6,2.96
ARKANSAS,2018,6,27.82,1.68
ARKANSAS,2018,7,29.05,2.77
ARKANSAS,2018,8,26.6,6.47
ARKANSAS,2018,9,24.09,5.68
ARKANSAS,2018,10,16.59,6.97
ARKANSAS,2018,11,7.1,2.71
ARKANSAS,2018,12,5.48,5.29
ARKANSAS,2019,1,3.48,3.24
ARKANSAS,2019,2,7.07,7.4
ARKANSAS,2019,3,9.1,2.74
ARKANSAS,2019,4,15.9,7.63
ARKANSAS,2019,5,21.59,8.1
ARKANSAS,2019,6,24.28,5.21
ARKANSAS,2019,7,26.39,2.76
ARKANSAS,2019,8,28.08,3.95
ARKANSAS,2019,9,27.46,1.76
ARKANSAS,2019,10,16.46,4.51
ARKANSAS,2019,11,7.56,4.88
ARKANSAS,2019,12,6.68,1.13
ARKANSAS,2020,1,5.27,4.45
ARKANSAS,2020,2,6.24,4.89
ARKANSAS,2020,3,13.01,6.07
ARKANSAS,2020,4,14.67,5.61
ARKANSAS,2020,5,19.32,6.37
ARKANSAS,2020,6,24.64,4.32
ARKANSAS,2020,7,27.64,3.37
ARKANSAS,2020,8,26.57,5.94
ARKANSAS,2020,9,21.48,5.02
ARKANSAS,2020,10,15.45,2.49
ARKANSAS,2020,11,11.41,1.73
ARKANSAS,2020,12,4.57,4.78
ARKANSAS,2021,1,3.6,3.05
ARKANSAS,2021,2,1.34,4.05
ARKANSAS,2021,3,12.39,3.44
ARKANSAS,2021,4,14.51,4.59
ARKANSAS,2021,5,19.34,6.7
ARKANSAS,2021,6,24.97,3.87
ARKANSAS,2021,7,27.34,3.24
ARKANSAS,2021,8,28.3,1.71
ARKANSAS,2021,9,24.93,1.65
ARKANSAS,2021,10,19.28,2.95
ARKANSAS,2021,11,9.43,1.93
ARKANSAS,2021,12,11.5,3.43
ARKANSAS,2022,1,2.53,2.99
ARKANSAS,2022,2,4.33,4.15
ARKANSAS,2022,3,10.35,4.55
ARKANSAS,2022,4,15.26,5.95
ARKANSAS,2022,5,21.29,5.29
ARKANSAS,2022,6,25.6,3.54
ARKANSAS,2022,7,30.87,1.77
ARKANSAS,2022,8,27.88,2.77
ARKANSAS,2022,9,24.41,1.27
ARKANSAS,2022,10,17.21,3.58
ARKANSAS,2022,11,9.21,3.7
ARKANSAS,2022,12,5.51,3.69
ARKANSAS,2023,1,6.77,4.48
ARKANSAS,2023,2,8.25,5.55
ARKANSAS,2023,3,11.0,7.91
ARKANSAS,2023,4,14.83,4.27
ARKANSAS,2023,5,21.09,2.83
ARKANSAS,2023,6,25.83,3.62
ARKANSAS,2023,7,28.69,3.74
ARKANSAS,2023,8,29.57,1.69
ARKANSAS,2023,9,25.62,1.47
ARKANSAS,2023,10,18.28,4.39
ARKANSAS,2023,11,10.16,3.14
ARKANSAS,2023,12,6.63,1.26
ARKANSAS,2024,1,1.05,6.48
ARKANSAS,2024,2,9.71,1.92
ARKANSAS,2024,3,12.56,4.81
ARKANSAS,2024,4,16.93,3.98
ARKANSAS,2024,5,22.8,5.83
ARKANSAS,2024,6,26.62,1.54
ARKANSAS,2024,7,27.36,5.01
ARKANSAS,2024,8,28.07,1.53
ARKANSAS,2024,9,24.09,1.46
ARKANSAS,2024,10,20.3,1.08
ARKANSAS,2024,11,12.77,4.61
ARKANSAS,2024,12,7.25,5.25
ARKANSAS,2025,1,1.73,3.8
ARKANSAS,2025,2,5.71,3.77
ARKANSAS,2025,3,12.89,1.79
ARKANSAS,2025,4,17.65,8.94
ARKANSAS,2025,5,20.39,6.81
ARKANSAS,2025,6,25.95,5.7
ARKANSAS,2025,7,28.92,1.93
ARKANSAS,2025,8,27.8,3.41
ARKANSAS,2025,9,24.54,3.59
ARKANSAS,2025,10,18.66,2.55
ARKANSAS,2025,11,12.4,2.32
ARKANSAS,2025,12,-999.0,-999.0
CALIFORNIA,2000,1,11.26,1.92
CALIFORNIA,2000,2,12.08,3.27
CALIFORNIA,2000,3,12.93,1.11
CALIFORNIA,2000,4,17.74,0.94
CALIFORNIA,2000,5,21.87,0.32
CALIFORNIA,2000,6,27.69,0.28
CALIFORNIA,2000,7,27.93,0.02
CALIFORNIA,2000,8,29.11,0.08
CALIFORNIA,2000,9,25.5,0.06
CALIFORNIA,2000,10,18.37,1.4
CALIFORNIA,2000,11,11.1,0.1
CALIFORNIA,2000,12,11.76,0.07
CALIFORNIA,2001,1,9.43,2.19
CALIFORNIA,2001,2,9.61,2.93
CALIFORNIA,2001,3,14.98,0.84
CALIFORNIA,2001,4,14.47,2.18
CALIFORNIA,2001,5,25.06,0.14
CALIFORNIA,2001,6,27.68,0.09
CALIFORNIA,2001,7,28.78,0.26
CALIFORNIA,2001,8,29.22,0.09
CALIFORNIA,2001,9,26.12,0.1
CALIFORNIA,2001,10,21.69,0.46
CALIFORNIA,2001,11,14.91,2.3
CALIFORNIA,2001,12,9.3,2.72
CALIFORNIA,2002,1,8.47,0.87
CALIFORNIA,2002,2,12.47,0.38
CALIFORNIA,2002,3,12.89,1.38
CALIFORNIA,2002,4,17.21,0.43
CALIFORNIA,2002,5,21.12,0.53
CALIFORNIA,2002,6,26.39,0.13
CALIFORNIA,2002,7,30.53,0.12
CALIFORNIA,2002,8,27.9,0.09
CALIFORNIA,2002,9,26.49,0.08
CALIFORNIA,2002,10,19.06,0.09
CALIFORNIA,2002,11,15.18,3.68
CALIFORNIA,2002,12,10.66,2.33
CALIFORNIA,2003,1,13.4,0.11
CALIFORNIA,2003,2,11.38,1.48
CALIFORNIA,2003,3,14.15,0.9
CALIFORNIA,2003,4,14.37,1.49
CALIFORNIA,2003,5,20.68,1.11
CALIFORNIA,2003,6,26.08,0.13
CALIFORNIA,2003,7,31.33,0.35
CALIFORNIA,2003,8,29.03,0.3
CALIFORNIA,2003,9,27.59,0.19
CALIFORNIA,2003,10,23.01,0.11
CALIFORNIA,2003,11,12.52,0.69
CALIFORNIA,2003,12,10.53,2.49
CALIFORNIA,2004,1,9.78,1.16
CALIFORNIA,2004,2,10.45,2.98
CALIFORNIA,2004,3,17.37,0.52
CALIFORNIA,2004,4,18.79,0.4
CALIFORNIA,2004,5,22.27,0.22
CALIFORNIA,2004,6,26.22,0.13
CALIFORNIA,2004,7,29.56,0.14
CALIFORNIA,2004,8,28.72,0.16
CALIFORNIA,2004,9,25.89,0.23
CALIFORNIA,2004,10,18.77,2.55
CALIFORNIA,2004,11,12.41,0.56
CALIFORNIA,2004,12,10.93,2.53
CALIFORNIA,2005,1,10.11,3.88
CALIFORNIA,2005,2,12.57,1.77
CALIFORNIA,2005,3,13.77,2.98
CALIFORNIA,2005,4,15.01,1.16
CALIFORNIA,2005,5,20.37,1.78
CALIFORNIA,2005,6,23.41,0.16
CALIFORNIA,2005,7,31.44,0.27
CALIFORNIA,2005,8,30.09,0.22
CALIFORNIA,2005,9,23.89,0.35
CALIFORNIA,2005,10,19.65,0.32
CALIFORNIA,2005,11,15.97,0.29
CALIFORNIA,2005,12,11.89,2.9
CALIFORNIA,2006,1,9.97,3.11
CALIFORNIA,2006,2,12.01,1.32
CALIFORNIA,2006,3,9.79,3.7
CALIFORNIA,2006,4,14.47,3.45
CALIFORNIA,2006,5,21.2,0.53
CALIFORNIA,2006,6,27.14,0.14
CALIFORNIA,2006,7,32.54,0.36
CALIFORNIA,2006,8,27.82,0.14
CALIFORNIA,2006,9,25.8,0.11
CALIFORNIA,2006,10,18.87,0.64
CALIFORNIA,2006,11,14.45,0.16
CALIFORNIA,2006,12,9.98,1.54
CALIFORNIA,2007,1,8.45,0.34
CALIFORNIA,2007,2,11.65,2.58
CALIFORNIA,2007,3,15.86,0.67
CALIFORNIA,2007,4,16.95,0.89
CALIFORNIA,2007,5,22.01,0.18
CALIFORNIA,2007,6,26.77,0.14
CALIFORNIA,2007,7,29.55,0.27
CALIFORNIA,2007,8,29.25,0.47
CALIFORNIA,2007,9,24.07,0.73
CALIFORNIA,2007,10,19.2,0.46
CALIFORNIA,2007,11,15.27,0.17
CALIFORNIA,2007,12,8.24,1.96
CALIFORNIA,2008,1,8.74,3.63
CALIFORNIA,2008,2,10.42,2.99
CALIFORNIA,2008,3,13.75,0.17
CALIFORNIA,2008,4,16.49,0.01
CALIFORNIA,2008,5,21.49,0.24
CALIFORNIA,2008,6,27.3,0.0
CALIFORNIA,2008,7,30.21,0.1
CALIFORNIA,2008,8,29.94,0.0
CALIFORNIA,2008,9,26.82,0.02
CALIFORNIA,2008,10,21.3,0.18
CALIFORNIA,2008,11,15.53,1.57
CALIFORNIA,2008,12,8.36,1.71
CALIFORNIA,2009,1,11.27,1.1
CALIFORNIA,2009,2,11.25,2.61
CALIFORNIA,2009,3,12.93,0.88
CALIFORNIA,2009,4,16.49,0.51
CALIFORNIA,2009,5,23.71,0.57
CALIFORNIA,2009,6,25.16,0.31
CALIFORNIA,2009,7,30.8,0.01
CALIFORNIA,2009,8,28.74,0.02
CALIFORNIA,2009,9,27.86,0.03
CALIFORNIA,2009,10,18.25,1.53
CALIFORNIA,2009,11,13.76,0.23
CALIFORNIA,2009,12,9.13,2.78
CALIFORNIA,2010,1,10.74,3.23
CALIFORNIA,2010,2,10.43,3.84
CALIFORNIA,2010,3,12.65,1.06
CALIFORNIA,2010,4,13.69,2.55
CALIFORNIA,2010,5,17.83,0.27
CALIFORNIA,2010,6,25.21,0.04
CALIFORNIA,2010,7,28.73,0.03
CALIFORNIA,2010,8,27.62,0.01
CALIFORNIA,2010,9,25.79,0.01
CALIFORNIA,2010,10,20.56,0.94
CALIFORNIA,2010,11,12.82,1.92
CALIFORNIA,2010,12,10.5,9.31
CALIFORNIA,2011,1,9.42,0.94
CALIFORNIA,2011,2,9.36,1.75
CALIFORNIA,2011,3,11.82,3.76
CALIFORNIA,2011,4,14.67,0.26
CALIFORNIA,2011,5,17.83,0.79
CALIFORNIA,2011,6,23.48,0.3
CALIFORNIA,2011,7,28.7,0.14
CALIFORNIA,2011,8,28.46,0.01
CALIFORNIA,2011,9,27.3,0.12
CALIFORNIA,2011,10,19.99,0.94
CALIFORNIA,2011,11,12.82,1.07
CALIFORNIA,2011,12,9.08,0.01
CALIFORNIA,2012,1,11.16,2.01
CALIFORNIA,2012,2,11.26,0.8
CALIFORNIA,2012,3,13.04,2.29
CALIFORNIA,2012,4,16.77,2.27
CALIFORNIA,2012,5,21.76,0.01
CALIFORNIA,2012,6,25.66,0.01
CALIFORNIA,2012,7,28.68,0.01
CALIFORNIA,2012,8,30.95,0.03
CALIFORNIA,2012,9,27.83,0.01
CALIFORNIA,2012,10,20.62,0.26
CALIFORNIA,2012,11,15.44,0.83
CALIFORNIA,2012,12,9.65,2.57
CALIFORNIA,2013,1,9.46,0.86
CALIFORNIA,2013,2,10.48,0.57
CALIFORNIA,2013,3,15.61,0.58
CALIFORNIA,2013,4,19.15,0.12
CALIFORNIA,2013,5,22.82,0.28
CALIFORNIA,2013,6,27.74,0.01
CALIFORNIA,2013,7,30.41,0.15
CALIFORNIA,2013,8,28.51,0.1
CALIFORNIA,2013,9,25.52,0.03
CALIFORNIA,2013,10,19.33,0.33
CALIFORNIA,2013,11,15.5,0.53
CALIFORNIA,2013,12,10.48,0.3
CALIFORNIA,2014,1,14.07,0.42
CALIFORNIA,2014,2,12.91,2.0
CALIFORNIA,2014,3,16.23,1.13
CALIFORNIA,2014,4,18.75,0.87
CALIFORNIA,2014,5,23.41,0.18
CALIFORNIA,2014,6,27.52,0.0
CALIFORNIA,2014,7,30.87,0.06
CALIFORNIA,2014,8,28.98,0.08
CALIFORNIA,2014,9,27.23,0.1
CALIFORNIA,2014,10,22.73,0.24
CALIFORNIA,2014,11,15.76,0.79
CALIFORNIA,2014,12,12.18,2.7
CALIFORNIA,2015,1,12.7,0.25
CALIFORNIA,2015,2,15.51,1.5
CALIFORNIA,2015,3,18.4,0.17
CALIFORNIA,2015,4,18.62,0.51
CALIFORNIA,2015,5,20.76,0.61
CALIFORNIA,2015,6,29.23,0.14
CALIFORNIA,2015,7,28.96,0.5
CALIFORNIA,2015,8,29.09,0.0
CALIFORNIA,2015,9,27.63,0.06
CALIFORNIA,2015,10,22.95,0.82
CALIFORNIA,2015,11,12.45,1.77
CALIFORNIA,2015,12,8.69,2.53
CALIFORNIA,2016,1,10.75,3.92
CALIFORNIA,2016,2,14.15,0.46
CALIFORNIA,2016,3,14.52,1.82
CALIFORNIA,2016,4,18.09,1.02
CALIFORNIA,2016,5,21.64,0.3
CALIFORNIA,2016,6,28.65,0.05
CALIFORNIA,2016,7,30.43,0.0
CALIFORNIA,2016,8,28.8,0.01
CALIFORNIA,2016,9,25.96,0.0
CALIFORNIA,2016,10,20.33,0.71
CALIFORNIA,2016,11,15.63,1.04
CALIFORNIA,2016,12,9.54,3.51
CALIFORNIA,2017,1,9.08,7.9
CALIFORNIA,2017,2,11.83,4.65
CALIFORNIA,2017,3,14.05,0.79
CALIFORNIA,2017,4,16.25,1.19
CALIFORNIA,2017,5,21.51,0.17
CALIFORNIA,2017,6,27.99,0.04
CALIFORNIA,2017,7,32.35,0.01
CALIFORNIA,2017,8,31.23,0.06
CALIFORNIA,2017,9,26.66,0.24
CALIFORNIA,2017,10,20.95,0.03
CALIFORNIA,2017,11,16.24,0.75
CALIFORNIA,2017,12,11.33,0.04
CALIFORNIA,2018,1,13.41,1.39
CALIFORNIA,2018,2,11.99,0.43
CALIFORNIA,2018,3,13.69,4.25
CALIFORNIA,2018,4,17.97,0.91
CALIFORNIA,2018,5,21.35,0.07
CALIFORNIA,2018,6,27.22,0.0
CALIFORNIA,2018,7,32.84,0.11
CALIFORNIA,2018,8,29.72,0.01
CALIFORNIA,2018,9,26.57,0.03
CALIFORNIA,2018,10,20.91,0.37
CALIFORNIA,2018,11,16.25,2.24
CALIFORNIA,2018,12,10.56,0.74
CALIFORNIA,2019,1,11.83,2.78
CALIFORNIA,2019,2,8.73,4.41
CALIFORNIA,2019,3,13.04,3.35
CALIFORNIA,2019,4,18.43,0.34
CALIFORNIA,2019,5,18.86,2.12
CALIFORNIA,2019,6,26.72,0.18
CALIFORNIA,2019,7,30.13,0.03
CALIFORNIA,2019,8,30.3,0.0
CALIFORNIA,2019,9,26.5,0.03
CALIFORNIA,2019,10,20.09,0.0
CALIFORNIA,2019,11,15.19,1.78
CALIFORNIA,2019,12,11.27,2.34
CALIFORNIA,2020,1,9.93,0.45
CALIFORNIA,2020,2,13.02,0.21
CALIFORNIA,2020,3,13.3,2.05
CALIFORNIA,2020,4,16.94,2.69
CALIFORNIA,2020,5,22.19,0.44
CALIFORNIA,2020,6,26.32,0.02
CALIFORNIA,2020,7,29.47,0.0
CALIFORNIA,2020,8,30.72,0.06
CALIFORNIA,2020,9,27.32,0.0
CALIFORNIA,2020,10,22.44,0.0
CALIFORNIA,2020,11,14.23,0.47
CALIFORNIA,2020,12,11.01,0.8
CALIFORNIA,2021,1,10.96,1.93
CALIFORNIA,2021,2,11.52,0.41
CALIFORNIA,2021,3,12.88,1.06
CALIFORNIA,2021,4,18.33,0.14
CALIFORNIA,2021,5,23.1,0.01
CALIFORNIA,2021,6,28.71,0.01
CALIFORNIA,2021,7,32.23,0.07
CALIFORNIA,2021,8,29.87,0.01
CALIFORNIA,2021,9,26.46,0.02
CALIFORNIA,2021,10,19.34,1.26
CALIFORNIA,2021,11,15.17,0.14
CALIFORNIA,2021,12,9.66,4.96
CALIFORNIA,2022,1,10.75,0.09
CALIFORNIA,2022,2,12.3,0.31
CALIFORNIA,2022,3,15.29,1.14
CALIFORNIA,2022,4,17.53,0.57
CALIFORNIA,2022,5,21.81,0.0
CALIFORNIA,2022,6,28.64,0.11
CALIFORNIA,2022,7,30.96,0.03
CALIFORNIA,2022,8,31.2,0.2
CALIFORNIA,2022,9,29.14,0.21
CALIFORNIA,2022,10,22.45,0.0
CALIFORNIA,2022,11,11.89,1.52
CALIFORNIA,2022,12,9.86,4.82
CALIFORNIA,2023,1,9.19,5.84
CALIFORNIA,2023,2,9.24,3.27
CALIFORNIA,2023,3,10.64,7.37
CALIFORNIA,2023,4,15.58,0.05
CALIFORNIA,2023,5,19.91,0.36
CALIFORNIA,2023,6,23.19,0.61
CALIFORNIA,2023,7,30.9,0.03
CALIFORNIA,2023,8,29.31,1.26
CALIFORNIA,2023,9,25.03,0.07
CALIFORNIA,2023,10,21.69,0.25
CALIFORNIA,2023,11,16.04,0.46
CALIFORNIA,2023,12,13.15,0.95
CALIFORNIA,2024,1,11.36,1.86
CALIFORNIA,2024,2,11.95,4.35
CALIFORNIA,2024,3,13.46,2.8
CALIFORNIA,2024,4,16.33,0.96
CALIFORNIA,2024,5,21.43,0.3
CALIFORNIA,2024,6,28.37,0.0
CALIFORNIA,2024,7,33.49,0.02
CALIFORNIA,2024,8,30.36,0.01
CALIFORNIA,2024,9,27.35,0.01
CALIFORNIA,2024,10,23.88,0.01
CALIFORNIA,2024,11,13.52,2.71
CALIFORNIA,2024,12,11.89,0.85
CALIFORNIA,2025,1,10.38,0.32
CALIFORNIA,2025,2,12.86,3.48
CALIFORNIA,2025,3,13.03,3.1
CALIFORNIA,2025,4,17.08,0.53
CALIFORNIA,2025,5,22.46,0.06
CALIFORNIA,2025,6,27.58,0.07
CALIFORNIA,2025,7,29.17,0.01
CALIFORNIA,2025,8,30.49,0.12
CALIFORNIA,2025,9,27.28,0.55
CALIFORNIA,2025,10,19.56,1.26
CALIFORNIA,2025,11,14.99,2.57
CALIFORNIA,2025,12,-999.0,-999.0
COLORADO,2000,1,-2.65,0.66
COLORADO,2000,2,0.23,0.38
COLORADO,2000,3,0.88,1.92
COLORADO,2000,4,6.62,0.97
COLORADO,2000,5,13.5,1.25
COLORADO,2000,6,17.24,1.06
COLORADO,2000,7,20.71,1.84
COLORADO,2000,8,19.65,2.77
COLORADO,2000,9,14.59,0.88
COLORADO,2000,10,7.04,0.7
COLORADO,2000,11,-2.96,0.38
COLORADO,2000,12,-4.12,0.36
COLORADO,2001,1,-4.4,0.57
COLORADO,2001,2,-2.53,0.58
COLORADO,2001,3,0.57,1.02
COLORADO,2001,4,6.52,1.02
COLORADO,2001,5,11.12,2.78
COLORADO,2001,6,18.1,0.99
COLORADO,2001,7,21.2,2.03
COLORADO,2001,8,18.75,1.73
COLORADO,2001,9,15.21,0.79
COLORADO,2001,10,7.93,0.13
COLORADO,2001,11,2.54,0.66
COLORADO,2001,12,-3.23,0.23
COLORADO,2002,1,-3.89,0.45
COLORADO,2002,2,-2.71,0.35
COLORADO,2002,3,-0.33,0.53
COLORADO,2002,4,8.0,0.16
COLORADO,2002,5,11.8,0.94
COLORADO,2002,6,20.07,0.82
COLORADO,2002,7,21.67,1.09
COLORADO,2002,8,19.33,0.86
COLORADO,2002,9,14.14,1.41
COLORADO,2002,10,5.21,0.87
COLORADO,2002,11,0.07,0.36
COLORADO,2002,12,-2.86,0.13
COLORADO,2003,1,-0.45,0.14
COLORADO,2003,2,-4.12,0.76
COLORADO,2003,3,0.68,2.11
COLORADO,2003,4,6.39,1.29
COLORADO,2003,5,11.79,1.22
COLORADO,2003,6,14.96,2.3
COLORADO,2003,7,22.41,1.14
COLORADO,2003,8,19.58,1.79
COLORADO,2003,9,12.69,0.74
COLORADO,2003,10,10.05,0.17
COLORADO,2003,11,0.4,0.21
COLORADO,2003,12,-2.11,0.26
COLORADO,2004,1,-2.97,0.52
COLORADO,2004,2,-3.83,0.62
COLORADO,2004,3,4.43,0.31
COLORADO,2004,4,4.84,3.14
COLORADO,2004,5,12.85,0.43
COLORADO,2004,6,15.99,2.62
COLORADO,2004,7,18.39,2.7
COLORADO,2004,8,16.61,2.29
COLORADO,2004,9,13.8,0.84
COLORADO,2004,10,6.75,0.84
COLORADO,2004,11,-0.1,0.7
COLORADO,2004,12,-2.42,0.32
COLORADO,2005,1,-1.4,0.69
COLORADO,2005,2,-1.29,0.16
COLORADO,2005,3,0.33,0.91
COLORADO,2005,4,4.78,1.82
COLORADO,2005,5,11.76,0.65
COLORADO,2005,6,16.79,1.52
COLORADO,2005,7,21.81,0.86
COLORADO,2005,8,17.71,2.38
COLORADO,2005,9,15.46,0.66
COLORADO,2005,10,7.77,1.29
COLORADO,2005,11,1.96,0.28
COLORADO,2005,12,-3.97,0.31
COLORADO,2006,1,-2.12,0.3
COLORADO,2006,2,-2.91,0.17
COLORADO,2006,3,0.59,0.66
COLORADO,2006,4,7.76,0.53
COLORADO,2006,5,12.94,0.7
COLORADO,2006,6,19.36,0.59
COLORADO,2006,7,19.97,3.97
COLORADO,2006,8,17.51,2.87
COLORADO,2006,9,10.98,1.38
COLORADO,2006,10,5.59,1.86
COLORADO,2006,11,1.58,0.28
COLORADO,2006,12,-3.94,1.33
COLORADO,2007,1,-6.51,0.59
COLORADO,2007,2,-1.7,0.47
COLORADO,2007,3,3.37,0.67
COLORADO,2007,4,4.59,2.15
COLORADO,2007,5,10.6,2.48
COLORADO,2007,6,16.82,0.92
COLORADO,2007,7,20.2,2.17
COLORADO,2007,8,19.74,3.06
COLORADO,2007,9,14.76,0.63
COLORADO,2007,10,7.99,0.63
COLORADO,2007,11,2.22,0.17
COLORADO,2007,12,-5.51,0.7
COLORADO,2008,1,-6.45,0.52
COLORADO,2008,2,-2.86,0.49
COLORADO,2008,3,0.39,0.66
COLORADO,2008,4,4.09,0.84
COLORADO,2008,5,9.97,0.97
COLORADO,2008,6,17.15,0.57
COLORADO,2008,7,20.97,1.0
COLORADO,2008,8,18.29,3.35
COLORADO,2008,9,13.46,1.26
